Fold.IL.6.HSA	Fold.IL.6.UL	Fold.IL.6.Naive	Fold.IL.6.Nickel	Fold.Naive.Nickel	Fold HSA/Naive
1.69	1.34	0.93	-0.18	-0.574033088	-0.281582157
1.69	1.76	1.51	-0.45	-0.779079655	-0.066303708
1.69	0.9	1.21	-0.67	-0.85167243	-0.179082996
1.69	0.42	1.95	-0.63	-0.874812322	0.095760199
1.69	2.56	1.69	-0.27	-0.727948227	0.0000853876
1.69	2.73	1.55	0.05	-0.588705673	-0.049739028
1.69	1.99	1.35	-0.63	-0.841268249	-0.125383773
1.68	1.32	1.93	0.24	-0.57776192	0.090670639
1.68	1.61	1.72	-0.14	-0.685249943	0.012282123
1.68	2.2	1.71	-0.25	-0.723422284	0.008337601
1.68	1.17	1.72	-0.65	-0.869840175	0.014230252
1.68	1.19	1.2	-0.54	-0.793419762	-0.179220678
1.68	1.29	1.34	-0.15	-0.636933243	-0.126915186
1.68	1.02	2.64	0.11	-0.694807435	0.355258995
1.68	0.96	1.75	-0.47	-0.805562347	0.024312425
1.68	1.38	1.4	-0.64	-0.851036973	-0.10381848
1.68	0.75	2.28	-0.68	-0.903369241	0.223587671
1.68	2.86	1.46	-0.29	-0.710932347	-0.080908002
1.68	1.92	1	0.31	-0.341558877	-0.255098567
1.68	1.84	3.29	-0.3	-0.836487897	0.600484202
1.68	2.21	1.46	-0.64	-0.854405493	-0.081847433
1.68	2.55	2.39	-0.81	-0.942958523	0.266200634
1.68	0.9	2.25	-0.55	-0.862684868	0.213486234
1.68	0.87	1.6	-0.58	-0.837586543	-0.028130508
1.67	1.56	2.15	-0.75	-0.921772811	0.177026489
1.67	1.41	1.72	-0.72	-0.895710413	0.018367708
1.67	1.31	1.74	-0.83	-0.939478516	0.026212378
1.67	2.22	2.67	-0.23	-0.789941883	0.375420774
1.67	2.11	1.86	-0.13	-0.694682017	0.072617763
1.67	1.01	1.66	-0.82	-0.931956951	-0.003623057
1.67	1.55	0.94	-0.27	-0.625288021	-0.273018616
1.67	0.77	1.34	-0.21	-0.664821529	-0.122574895
1.67	2.24	1.88	0.28	-0.55649788	0.07742748
1.67	1	0.99	-0.56	-0.777111749	-0.252414863
1.67	1.95	1.9	-0.2	-0.722956147	0.085635172
1.67	1.74	2.35	0.98	-0.408255209	0.257616933
1.67	1.74	1.34	-0.45	-0.764211342	-0.122846445
1.66	1.73	1.34	0.08	-0.539242523	-0.120912344
1.66	1.54	2.15	-0.71	-0.909080432	0.18206519
1.66	1.08	1.97	-0.73	-0.909896724	0.113699357
1.66	1.32	2.01	-0.49	-0.830235564	0.131797573
1.66	1.09	1.43	0.19	-0.511444159	-0.088954271
1.66	1.36	1.3	-0.77	-0.90049878	-0.135716876
1.66	1.44	1.03	0.81	-0.108135553	-0.237420202
1.66	3.05	2.16	-0.6	-0.874432938	0.185631301
1.66	1.25	2.16	-0.16	-0.732763794	0.186300976
1.66	1.29	2.07	-0.69	-0.900567605	0.153849386
1.66	1.47	1.51	-0.42	-0.769541992	-0.05672172
1.66	1.54	1.57	-0.47	-0.793191778	-0.032744671
1.66	1.48	1.84	-0.47	-0.814531295	0.066666529
1.66	1.15	2.14	-0.42	-0.815463145	0.183153623
1.66	0.68	1.15	-0.55	-0.791304993	-0.192546857
1.66	0.94	1.97	-0.58	-0.858873965	0.116631439
1.65	1.29	1.85	-0.23	-0.730254875	0.072605023
1.65	1.17	1.75	0.23	-0.553832184	0.034436093
1.65	2.26	1.65	0.7	-0.359841177	-0.00088253
1.65	0.49	1.15	-0.75	-0.885481628	-0.188929112
1.65	0.6	1.54	0.63	-0.358148233	-0.04199789
1.65	1.3	1.1	-0.48	-0.75192333	-0.207161411
1.65	0.67	1.87	-0.11	-0.687787255	0.08162485
1.65	1.38	1.41	-0.23	-0.681203942	-0.089658071
1.65	0.49	1.42	-0.8	-0.915325798	-0.087563782
1.65	1.37	1.62	-0.2	-0.694215397	-0.01085816
1.65	1.39	1.45	-0.52	-0.80367261	-0.073745116
1.65	1.83	2.74	0.69	-0.547152574	0.412276422
1.65	0.98	1.48	-0.47	-0.785068934	-0.061689079
1.65	0.9	1.72	-0.18	-0.699668541	0.028003432
1.65	1.31	1.78	0.3	-0.530597768	0.050016786
1.65	1.29	2.01	0.02	-0.661317343	0.137372098
1.65	0.53	1.41	-0.62	-0.841462462	-0.088130434
1.65	1.38	2.79	-0.58	-0.890419281	0.432487153
1.64	0.98	1.33	-0.51	-0.789649919	-0.119413309
1.64	1.84	1.73	-0.62	-0.861635783	0.031804042
1.64	0.81	1.96	-0.59	-0.859913024	0.119012367
1.64	1.59	1.84	-0.48	-0.816630096	0.075581009
1.64	2.21	2.41	-0.52	-0.857926355	0.290785029
1.64	2.22	2.23	-0.62	-0.883383293	0.22464812
1.64	0.97	1.11	-0.23	-0.637048175	-0.199167918
1.64	1.47	1.34	1.5	0.068531459	-0.112917703
1.64	2.39	1.79	0.45	-0.479755813	0.056873752
1.64	1.3	1.85	-0.06	-0.669555252	0.079930576
1.64	1.99	2.37	-0.37	-0.814349498	0.278075812
1.64	1.88	1.62	0.32	-0.498007371	-0.005174593
1.64	1.64	2.01	-0.57	-0.857978414	0.140512628
1.64	0.73	1.48	-0.04	-0.614672401	-0.058043377
1.64	1.23	1.73	-0.65	-0.873512976	0.035731846
1.63	0.96	1.88	0.11	-0.616150363	0.093580685
1.63	1.47	1.48	0.08	-0.566193561	-0.057144997
1.63	1.08	1.59	-0.39	-0.762879244	-0.017686977
1.63	1.08	1.58	-0.77	-0.909523404	-0.021617638
1.63	2.07	1.28	-0.66	-0.851875824	-0.134181513
1.63	0.83	1.39	-0.66	-0.85927683	-0.091571996
1.63	1.05	2.76	-0.6	-0.894572919	0.428309643
1.63	1.3	1.38	-0.02	-0.589639616	-0.094113968
1.63	1.04	1.52	-0.59	-0.836135145	-0.04205422
1.63	1.49	2.2	-0.57	-0.866906681	0.217526181
1.63	1.69	2.31	-0.52	-0.854499591	0.259606934
1.62	1.06	1.22	-0.22	-0.648494854	-0.152023752
1.62	1.69	1.94	-0.13	-0.704244261	0.119221027
1.62	1.48	1.98	-0.54	-0.845801781	0.136865642
1.62	1.37	1.66	-0.57	-0.837206912	0.015703444
1.62	1.43	1.85	0.11	-0.609727237	0.088456082
1.62	1.59	2.53	-0.7	-0.916469399	0.349394231
1.62	2.04	2.32	-0.5	-0.849867841	0.268377343
1.62	0.66	1.76	-0.6	-0.855943166	0.054688524
1.62	1.53	1.48	-0.34	-0.732030187	-0.054443338
1.62	2.12	2.26	0.1	-0.662008803	0.244950911
1.62	0.64	1.5	-0.78	-0.912468121	-0.04506431
1.62	1.55	1.63	-0.25	-0.714257428	0.007235067
1.61	0.87	1.53	-0.63	-0.854483181	-0.031742028
1.61	0.94	0.81	-0.34	-0.636097455	-0.306874126
1.61	0.8	1.16	-0.37	-0.707421006	-0.173905643
1.61	1.68	2.46	-0.2	-0.768714635	0.324523167
1.61	1.16	1.54	-0.04	-0.621325235	-0.027647544
1.61	1.04	1.64	-0.14	-0.675101586	0.011397746
1.61	1.21	1.29	-0.11	-0.609489242	-0.123655076
1.61	1.87	1.53	0.38	-0.456851501	-0.029151828
1.61	2.06	1.5	-0.48	-0.789994219	-0.041722154
1.61	1.18	1.56	0.05	-0.591778748	-0.017928656
1.61	1.26	1.43	-0.61	-0.841647708	-0.067043982
1.6	0.99	1.72	-0.46	-0.799829056	0.043193335
1.6	2.69	1.84	1.35	-0.171797545	0.091859724
1.6	1.07	1.54	-0.34	-0.740459096	-0.024356276
1.6	0.89	2.22	-0.49	-0.842711683	0.239940629
1.6	1.45	2.07	-0.25	-0.755375963	0.18030855
1.6	0.93	2.05	-0.28	-0.762639759	0.175581201
1.6	1.46	1.36	0.16	-0.509208159	-0.093181659
1.6	0.9	1.41	-0.02	-0.592570187	-0.071358278
1.6	1	2.05	-0.84	-0.947900116	0.173732584
1.6	1.6	1.56	0.43	-0.441169584	-0.014934696
1.59	0.79	1.47	-0.07	-0.622767498	-0.048570818
1.59	1.18	1.49	-0.21	-0.68312219	-0.039448892
1.59	1.2	1.03	-0.19	-0.600792426	-0.216382906
1.59	1.79	1.15	0.3	-0.394846499	-0.171784809
1.59	1.09	1.79	-0.22	-0.72095826	0.078484205
1.59	1.94	1.59	0.45	-0.43893138	-0.001219606
1.59	1.72	2.32	-0.11	-0.732532514	0.282978644
1.59	0.55	1.1	-0.36	-0.69657851	-0.190498813
1.59	1.41	2.09	-0.35	-0.790901465	0.195343621
1.59	1.3	2.06	-0.68	-0.895005487	0.181750639
1.59	2.01	2.31	0.04	-0.685333092	0.277237259
1.59	0.15	1.94	-0.7	-0.896489356	0.135581619
1.59	0.53	1.05	-0.65	-0.831833251	-0.206087869
1.59	3.16	1.67	0.21	-0.547067266	0.032750359
1.59	1.21	2.14	-0.02	-0.686353126	0.213162793
1.59	1.09	1.37	-0.25	-0.682633571	-0.082973536
1.59	1.21	1.86	-0.16	-0.704634735	0.104771549
1.58	0.89	0.95	-0.64	-0.813893669	-0.246960855
1.58	1.25	1.17	-0.52	-0.781259081	-0.158734618
1.58	1.28	1.35	-0.36	-0.728578126	-0.091655015
1.58	1.24	1.9	-0.18	-0.717348079	0.123379428
1.58	0.53	1.75	-0.35	-0.765085276	0.064060569
1.58	1.09	1.89	-0.1	-0.688704966	0.117276905
1.58	1.32	2.28	-0.44	-0.828462115	0.269275804
1.58	0.29	1.39	-0.16	-0.649955742	-0.071646649
1.58	2.59	1.62	0.02	-0.609170902	0.0170826
1.58	0.64	1.65	-0.49	-0.80579606	0.025963458
1.58	0.77	2.18	-0.44	-0.823632733	0.234500524
1.58	1.22	2.02	-0.22	-0.743576475	0.172852765
1.58	2.09	1.78	-0.61	-0.860025068	0.080258923
1.58	1.05	1.14	-0.63	-0.828011152	-0.16892633
1.57	0.95	1.96	-0.57	-0.85632952	0.151299489
1.57	0.53	1.71	-0.41	-0.782165573	0.05333143
1.57	1.62	2.16	-0.43	-0.819214525	0.227752452
1.57	1.98	1.74	-0.25	-0.724573459	0.06411183
1.57	0.95	1.07	-0.6	-0.807504484	-0.19461864
1.57	1.55	1.93	-0.39	-0.790487612	0.139481805
1.57	1.79	1.71	0.15	-0.574625755	0.055498254
1.57	0.66	1.01	-0.46	-0.730402811	-0.219008412
1.57	1.11	1.28	-0.52	-0.789865387	-0.11407666
1.57	1.22	1.9	-0.52	-0.834403952	0.127750438
1.57	1.33	2.22	-0.24	-0.763257038	0.251377396
1.57	1.31	1.72	-0.66	-0.874373993	0.0591143
1.57	0.92	1.2	-0.31	-0.688081885	-0.143351403
1.56	1.16	1.27	-0.44	-0.751879582	-0.115977705
1.56	1.09	2.18	-0.5	-0.8435147	0.239634037
1.56	1.02	1.96	-0.67	-0.88947552	0.157207795
1.56	1.17	2.01	-0.68	-0.894496179	0.176924793
1.56	1.17	2.02	-0.72	-0.906506933	0.179088001
1.56	1.2	1.34	-0.27	-0.687016359	-0.085472904
1.56	1.17	2.29	-0.53	-0.856560992	0.288607109
1.55	3.69	0.36	-0.31	-0.489257251	-0.468733437
1.55	0.73	0.97	-0.58	-0.786950171	-0.229543334
1.55	1.4	1.7	1.07	-0.233776428	0.056500251
1.55	2.09	1.6	1.96	0.137652864	0.019034315
1.55	0.54	1.02	-0.26	-0.633690312	-0.206624006
1.55	1.48	2.07	-0.73	-0.910494586	0.201840288
1.55	0.78	2.44	-0.31	-0.799854759	0.350816605
1.55	0.22	2.09	-0.63	-0.880238201	0.21297825
1.55	0.89	2.34	-0.7	-0.91044266	0.309115877
1.55	0.61	1.75	-0.65	-0.873074041	0.07947594
1.55	1.38	1.73	-0.18	-0.698147991	0.072326836
1.54	0.74	1.83	-0.54	-0.836751115	0.114032193
1.54	1.42	2.24	-0.67	-0.897922531	0.273852002
1.54	1.53	1.3	-0.65	-0.847821032	-0.097002566
1.54	1.06	2.23	-0.49	-0.841248294	0.271254819
1.54	1.83	1.48	0.08	-0.565212431	-0.022612508
1.54	0.47	1.57	-0.74	-0.898784663	0.012243756
1.54	0.92	1.28	-0.18	-0.64003016	-0.099991066
1.54	0.84	1.38	-0.04	-0.596638728	-0.061240663
1.54	1.31	1.81	-0.29	-0.748858856	0.106313367
1.54	0.57	1.76	-0.58	-0.849520973	0.089103306
1.54	1.09	1.17	0.37	-0.368682439	-0.145916921
1.54	1.35	1.69	-0.71	-0.892152394	0.058744801
1.54	1.42	3.15	-0.63	-0.910494558	0.635768603
1.54	1.1	1.84	0.56	-0.451051449	0.121464476
1.54	1.53	1.65	0.45	-0.454392021	0.045947046
1.53	0.99	1.57	0.21	-0.527211289	0.013281511
1.53	1.56	1.24	-0.61	-0.82421318	-0.116025524
1.53	2.33	1.68	-0.31	-0.743733564	0.05794941
1.53	0.66	1.81	-0.09	-0.676853285	0.11139332
1.53	2.01	1.97	-0.59	-0.8627068	0.175590081
1.53	0.68	1.5	-0.62	-0.848489538	-0.010570999
1.53	1.47	1.72	0.22	-0.550094139	0.076919962
1.53	1.27	1.2	-0.5	-0.772636301	-0.128594365
1.52	1.27	1.26	-0.45	-0.755868717	-0.104488846
1.52	1.57	1.29	-0.37	-0.727470488	-0.09081194
1.52	1.28	1.71	-0.21	-0.707066765	0.074979317
1.52	2.11	1.48	0.25	-0.497135208	-0.01451681
1.52	1.93	1.68	-0.51	-0.816375829	0.064320114
1.52	1.02	1.4	-0.51	-0.79617302	-0.046891696
1.52	2.89	1.58	-0.11	-0.654037061	0.022730499
1.52	1.96	1.75	-0.57	-0.842312103	0.091300727
1.52	1.17	1.68	-0.16	-0.686324835	0.064106284
1.52	1.12	2.15	-0.26	-0.763893233	0.250653999
1.52	1.83	1.6	-0.12	-0.660602964	0.034140442
1.52	1.81	1.73	0.31	-0.520326046	0.086977862
1.52	0.2	1.53	-0.54	-0.819399447	0.004324006
1.51	0.95	1.41	0.08	-0.554394929	-0.03989782
1.51	1.17	1.81	0.43	-0.490996369	0.119139971
1.51	1.12	1.59	-0.03	-0.625246882	0.032873034
1.51	0.89	1.6	-0.56	-0.831574485	0.03699159
1.51	0.23	1.2	-0.54	-0.790005995	-0.123740696
1.51	1.03	2.31	-0.44	-0.830707686	0.31935946
1.51	1.24	1.51	0.38	-0.450637097	0.0000043036
1.51	1.37	0.91	-0.6	-0.788137394	-0.239279652
1.51	1.46	2.45	0.29	-0.627272364	0.376091832
1.51	1.57	1.71	0.34	-0.50442635	0.080175386
1.51	2.1	1.52	2.39	0.34498417	0.005548242
1.5	0.89	1.32	-0.26	-0.682684342	-0.073070431
1.5	2.12	1.64	-0.26	-0.718851572	0.055765495
1.5	1.17	1.13	1.45	0.146870105	-0.14753625
1.5	0.84	1.19	0.02	-0.531960682	-0.125816156
1.5	1.48	1.07	-0.17	-0.600060645	-0.172440819
1.5	1.06	1.08	0.08	-0.480323792	-0.169171181
1.5	1.2	1.6	-0.45	-0.786484447	0.039498687
1.5	1.51	1.56	-0.31	-0.729068835	0.025557737
1.5	2.49	1.44	-0.01	-0.593048127	-0.02344721
1.5	0.95	1.78	-0.34	-0.763023709	0.111021854
1.5	0.88	1.64	-0.72	-0.892585714	0.057691678
1.5	1.14	1.18	-0.66	-0.841806659	-0.129285455
1.5	1.21	1.03	-0.51	-0.757120082	-0.187039778
1.5	1.03	0.85	-0.48	-0.719714095	-0.260635386
1.5	0.57	1.75	-0.77	-0.917288934	0.100831413
1.49	1.56	1.52	-0.68	-0.872752929	0.009127839
1.49	1.48	1.78	0.09	-0.608048562	0.115906638
1.49	0.84	1.56	-0.45	-0.785268112	0.024865039
1.49	1.07	1.67	0.35	-0.495760056	0.073180403
1.49	0.88	1.19	-0.51	-0.775700736	-0.121384309
1.49	0.82	1.6	-0.57	-0.832642232	0.043195775
1.49	1.96	1.52	-0.23	-0.696385549	0.013967898
1.49	2.43	1.72	-0.04	-0.645883292	0.091037488
1.49	1.44	1.89	-0.5	-0.827814416	0.162957282
1.49	2.3	1.38	0.17	-0.509813652	-0.040926485
1.49	1.17	1.88	-0.43	-0.802105993	0.15985126
1.49	0.81	1.93	-0.41	-0.798395177	0.176818884
1.48	1.63	1.71	-0.66	-0.875606303	0.090000178
1.48	0.78	1.42	-0.63	-0.846743249	-0.02385987
1.48	1.54	1.26	-0.61	-0.825029937	-0.091228911
1.48	0.43	1.06	-0.45	-0.732420983	-0.171347023
1.48	0.58	1.42	-0.74	-0.892595219	-0.025507591
1.48	0.25	0.88	-0.63	-0.805501631	-0.241925193
1.48	0.79	1.76	-0.63	-0.867086528	0.112503844
1.48	1.72	1.48	-0.28	-0.709400709	0.000799297
1.48	1.27	1.66	-0.4	-0.773703459	0.072577375
1.48	1.4	1.28	0.05	-0.537914835	-0.081530361
1.48	1.44	1.4	0.16	-0.517543912	-0.031566209
1.48	1.05	1.49	0.23	-0.507002314	0.004659571
1.48	1.2	1.29	-0.69	-0.866699853	-0.075451807
1.48	1.75	1.57	-0.1	-0.649739013	0.035752938
1.48	0.44	1.1	-0.38	-0.704865836	-0.151320928
1.48	1.35	1.82	0.83	-0.351178707	0.1395168
1.48	1.68	1.69	0.48	-0.44860209	0.087938704
1.48	1.33	1.78	-0.76	-0.913878862	0.12235632
1.48	1.13	1.62	-0.33	-0.74445816	0.056903474
1.47	0.95	1.51	0.2	-0.522281475	0.013780578
1.47	1.1	1.75	-0.59	-0.850088874	0.111229973
1.47	1.67	1.61	0.08	-0.587307165	0.054806916
1.47	1.34	1.16	-0.37	-0.707349152	-0.127983635
1.47	1.32	1.44	-0.06	-0.613425959	-0.013171273
1.47	1.14	1.09	-0.14	-0.587923725	-0.15598418
1.47	0.56	1.62	-0.85	-0.944283454	0.061013471
1.47	1.05	1.69	-0.27	-0.729475188	0.089742378
1.47	0.88	1.83	-0.44	-0.803098201	0.146179234
1.47	0.97	2.09	-0.5	-0.837519313	0.252454887
1.47	0.75	1.4	-0.14	-0.642820694	-0.029862685
1.47	0.79	2.15	-0.65	-0.887670673	0.276390926
1.47	0.69	1.1	-0.57	-0.794300194	-0.149948029
1.47	1.18	2.18	-0.45	-0.828461559	0.289842894
1.47	1.29	1.14	0.27	-0.403370249	-0.134158948
1.47	1.99	1.36	0.52	-0.35812455	-0.04293193
1.47	1.54	1.72	-0.17	-0.695618796	0.101085554
1.47	1.68	2.18	0.64	-0.484148547	0.29088831
1.47	2.15	1.33	0.57	-0.324504436	-0.055210465
1.46	0.62	2.51	-0.71	-0.9164517	0.423493554
1.46	1.44	1.46	-0.32	-0.722186835	-0.003518484
1.46	1.46	1.32	-0.05	-0.588995746	-0.060102887
1.46	1.33	1.85	-0.19	-0.716537928	0.158625906
1.46	1.2	1.74	-0.55	-0.836041055	0.113270236
1.46	0.61	2.25	-0.53	-0.854364952	0.318175165
1.46	1.44	1.46	0.07	-0.56446974	-0.000946633
1.46	1.03	1.55	-0.75	-0.900328815	0.035694237
1.46	1.77	0.57	1.75	0.745213622	-0.36016434
1.46	0.77	2.06	0.07	-0.650236428	0.243902737
1.46	0.9	1.15	-0.37	-0.706378244	-0.126317825
1.46	0.89	2.01	-0.5	-0.832377624	0.225346429
1.45	1.87	1.57	-0.71	-0.887472392	0.048149282
1.45	0.58	1.27	-0.38	-0.728065793	-0.073789145
1.45	0.84	1.37	-0.3	-0.702195736	-0.034427898
1.45	0.55	1.33	-0.1	-0.611490973	-0.049178297
1.45	1.59	1.3	0.31	-0.429519274	-0.058953702
1.45	0.94	1.45	-0.68	-0.869340776	0.000225273
1.44	1.4	1.83	-0.1	-0.683307048	0.159109834
1.44	1.72	1.11	-0.19	-0.613579545	-0.138058517
1.44	0.89	1.26	-0.4	-0.736088707	-0.076359078
1.44	1.31	1.84	-0.67	-0.885310521	0.160421167
1.44	1.07	1.46	0.11	-0.550358075	0.0078374
1.44	0.94	1.74	-0.41	-0.784387685	0.122308482
1.44	1.05	1.23	-0.43	-0.745950694	-0.088337741
1.44	0.21	1.56	-0.66	-0.865475066	0.046747148
1.44	2.33	1.84	0.15	-0.593878287	0.163745632
1.44	2.21	2.08	2.27	0.063452446	0.260413855
1.44	0.54	1.58	-0.66	-0.868314661	0.057873385
1.44	1.32	1.34	1.86	0.221326626	-0.041655294
1.44	1.27	1.47	-0.26	-0.699312058	0.013451861
1.44	1.18	2	-0.36	-0.785236835	0.228035442
1.44	1.3	0.92	0	-0.47675341	-0.212707144
1.44	1.7	1.26	0.41	-0.376212155	-0.071178286
1.44	1.57	1.61	-0.4	-0.770588724	0.071654033
1.44	0.6	1.36	-0.22	-0.667714058	-0.031381203
1.44	0.97	1.3	-0.43	-0.750708003	-0.057090527
1.43	1.05	1.39	-0.02	-0.588442351	-0.019603374
1.43	1.13	1.86	0.12	-0.609981741	0.175674349
1.43	0.58	3.11	-0.63	-0.909834728	0.687624348
1.43	1.22	1.37	-0.44	-0.766020759	-0.024605125
1.43	1.34	1.45	-0.73	-0.888712629	0.00907525
1.43	1.44	1.33	0	-0.568468795	-0.043908943
1.43	0.44	1.45	-0.71	-0.88115129	0.00879585
1.43	1.96	1.8	-0.36	-0.771131829	0.150819533
1.43	1.54	1.22	-0.54	-0.791238992	-0.084548386
1.43	0.83	1.42	-0.2	-0.669075028	-0.002820339
1.43	1.12	1.83	-0.78	-0.921063617	0.164406121
1.43	1.12	1.49	-0.15	-0.659464641	0.02572413
1.43	0.84	1.93	-0.4	-0.793708107	0.206910621
1.43	1.03	1.58	-0.57	-0.833145385	0.064404252
1.43	0.64	0.97	-0.32	-0.656294367	-0.187700941
1.42	1.28	1.68	0.04	-0.609878936	0.104682009
1.42	1.44	1.62	-0.29	-0.728149262	0.081065991
1.42	0.86	1.57	-0.62	-0.850439106	0.058477307
1.42	1.85	1.78	0.08	-0.611325605	0.145296076
1.42	1.28	2.12	-0.47	-0.831297193	0.285915946
1.42	0.75	1.8	-0.74	-0.908589295	0.153582237
1.42	1.8	0.86	-0.36	-0.654486642	-0.233982045
1.42	1.23	1.81	-0.27	-0.738643929	0.161060627
1.42	1.58	1.63	0.31	-0.502358693	0.085816165
1.42	0.91	1.77	-0.13	-0.685476071	0.142432042
1.42	1.06	1.91	-0.14	-0.704471	0.201013512
1.42	1.13	1.49	-0.66	-0.862503965	0.029332279
1.42	1.23	1.59	-0.43	-0.780525697	0.06899598
1.42	1.02	1.55	-0.02	-0.618018053	0.055233113
1.42	1.08	1.4	-0.37	-0.735954819	-0.009941074
1.42	0.95	0.7	-0.26	-0.56230564	-0.29629871
1.42	0.57	2.48	-0.4	-0.827271322	0.437794966
1.42	0.41	1.72	-0.27	-0.73010977	0.124924325
1.42	0.57	1.49	-0.15	-0.658852599	0.0297324
1.42	0.53	1.56	-0.71	-0.887979718	0.06096885
1.42	1.63	1.34	-0.65	-0.849901871	-0.031349505
1.41	1.38	1.21	0.38	-0.377318735	-0.084096099
1.41	0.37	1.77	-0.35	-0.764303466	0.146615577
1.41	0.43	1.41	-0.29	-0.706964562	0.000176641
1.41	3.14	1.36	0.16	-0.511055233	-0.018661643
1.41	0.75	1.32	-0.25	-0.675100726	-0.038002998
1.41	1.7	1.63	-0.69	-0.880789703	0.090440564
1.41	1.39	1.48	-0.4	-0.757629295	0.030291749
1.41	1.51	1.72	-0.52	-0.825152474	0.131651435
1.4	0.94	1.57	0.11	-0.568671753	0.069544479
1.4	1.18	1.91	-0.59	-0.858149217	0.210921485
1.4	0.76	1.22	-0.24	-0.655762303	-0.076675726
1.4	1.12	1.94	-0.48	-0.822177089	0.223899225
1.4	1.01	1.1	0.18	-0.436131604	-0.126401747
1.4	1.37	1.55	-0.31	-0.728835547	0.062650742
1.4	1.13	0.93	0.1	-0.430193305	-0.195675999
1.4	1.23	1.1	0.23	-0.41459421	-0.125218977
1.4	0.8	1.67	-0.65	-0.86850161	0.113297248
1.4	1.8	1.12	1.26	0.0658588	-0.115935691
1.4	0.28	1.33	-0.6	-0.827914163	-0.027996286
1.4	0.68	1.61	-0.66	-0.869553949	0.087659964
1.4	0.38	1.3	-0.01	-0.567860633	-0.04026633
1.4	0.5	1.56	-0.35	-0.744273737	0.066448558
1.4	1.15	1.95	-0.57	-0.85485315	0.233356805
1.4	0.68	1.04	0.05	-0.485301517	-0.146757449
1.39	1.21	1	-0.64	-0.817927794	-0.164433514
1.39	0.97	1.34	-0.53	-0.799067297	-0.022206405
1.39	0.55	1.78	-0.42	-0.791414219	0.16149091
1.39	1.38	1.94	0.18	-0.600284731	0.230661811
1.39	1.49	1.94	0.78	-0.394202443	0.228954193
1.39	1.31	0.9	-0.57	-0.77318153	-0.205846315
1.39	2.46	1.34	0.19	-0.492483213	-0.021317117
1.39	0.76	1.6	0.09	-0.578855791	0.087366811
1.39	0.44	1.66	-0.75	-0.905040529	0.114200286
1.39	1.94	1.4	-0.13	-0.638151771	0.006056652
1.39	0.66	1.77	-0.78	-0.921676	0.161468934
1.39	1.49	1.09	0.28	-0.386873775	-0.12432554
1.39	0.7	1.02	-0.81	-0.903481261	-0.153592524
1.39	1.13	1.27	-0.58	-0.813007999	-0.049233101
1.39	0.91	1.84	-0.42	-0.795267083	0.188947411
1.38	0.26	1.67	-0.51	-0.815256557	0.118387434
1.38	1.66	1.93	-0.2	-0.727457373	0.228915923
1.38	0.9	1.61	-0.63	-0.859967481	0.095237388
1.38	1.18	0.99	0.99	0.000384403	-0.165073131
1.38	2.28	1.31	0.78	-0.231155995	-0.030676358
1.38	0.72	2.08	-0.29	-0.770813757	0.292371907
1.38	0.88	1.62	-0.63	-0.857493881	0.101413601
1.38	1.86	1.79	-0.43	-0.797203633	0.17221396
1.38	0.69	1.57	-0.35	-0.747895913	0.079046754
1.38	0.58	1.53	-0.7	-0.880268484	0.062241266
1.38	1.69	1.42	0.49	-0.38554416	0.016767505
1.38	0.54	1.6	-0.18	-0.684034188	0.094084388
1.38	0.86	1.49	-0.28	-0.711547869	0.046783862
1.38	1.12	1.55	-0.55	-0.82336068	0.07123074
1.38	2.13	1.27	-0.02	-0.568564368	-0.044515444
1.38	1.08	0.99	0.34	-0.324543834	-0.163207883
1.38	0.85	1.73	-0.73	-0.901966541	0.14895977
1.38	1.95	1.73	-0.13	-0.680092852	0.150507576
1.38	0.71	0.88	-0.03	-0.484494198	-0.209907268
1.38	1.28	1.63	-0.13	-0.668398669	0.10551763
1.38	1.18	1.67	0.07	-0.600984295	0.124801189
1.38	1.48	1.3	-0.68	-0.860096303	-0.032975923
1.37	0.4	1.41	-0.55	-0.814120579	0.015350097
1.37	0.23	1.19	-0.7	-0.86334132	-0.078801457
1.37	1.5	1.05	-0.17	-0.596848941	-0.137582861
1.37	1.82	1.35	-0.49	-0.784476647	-0.010984321
1.37	1.14	1.47	-0.21	-0.678542446	0.040246559
1.37	0.82	1.35	-0.15	-0.639546249	-0.011163003
1.37	1.51	1.33	-0.5	-0.78504484	-0.017308543
1.37	1.66	1.41	0.1	-0.545183677	0.015912349
1.37	1.28	1.4	-0.25	-0.686066539	0.012646889
1.37	1.89	1.72	-0.05	-0.649621932	0.149428082
1.37	0.12	1.17	-0.32	-0.686497582	-0.085181185
1.37	0.47	1.48	0.23	-0.50459756	0.047089409
1.37	1.47	2.03	-0.36	-0.787696772	0.280393966
1.37	0.43	2.62	0.08	-0.700766639	0.531029138
1.37	0.97	1.75	-0.7	-0.892227605	0.161880401
1.36	1.61	1.11	-0.33	-0.680780819	-0.109179516
1.36	0.95	1.14	0.02	-0.52366789	-0.094627539
1.36	1.01	1.47	-0.66	-0.864197676	0.044305114
1.36	0.71	1.75	-0.53	-0.829402719	0.165020949
1.36	0.71	1.77	-0.57	-0.846277931	0.171191137
1.36	1.85	1.64	0.37	-0.482019639	0.116045248
1.36	1.17	1.99	-0.58	-0.861184541	0.267107953
1.36	0.8	2.04	-0.57	-0.85679793	0.286611043
1.36	0.36	1.91	-0.77	-0.921705461	0.234701822
