Fold.IL.6.HSA	Fold.IL.6.UL	Fold.IL.6.Naive	Fold.IL.6.Nickel	Fold.Naive.Nickel	Fold HSA/Naive
9.61	8.89	7.49	0.44	-0.83049422	-0.200330832
9.6	8.84	7.36	0.5	-0.820752875	-0.211589188
9.6	5.7	6.61	-0.31	-0.909082445	-0.281948943
9.6	9.98	7.81	0.32	-0.850199444	-0.169150203
9.6	5.18	8.57	-0.71	-0.969470276	-0.096375194
9.6	5.68	7.78	-0.08	-0.895300029	-0.171658951
9.58	9.05	8.64	-0.37	-0.934687471	-0.088863595
9.58	7.12	8.05	0.91	-0.788936664	-0.145040355
9.58	6.29	6.8	-0.67	-0.957553277	-0.262573405
9.58	6.17	9.97	-0.06	-0.914089307	0.037009776
9.57	8.24	10.14	-0.54	-0.959042457	0.053193409
9.57	8.44	8.2	0.39	-0.848574316	-0.129384213
9.57	8.08	7.45	-0.19	-0.90358382	-0.200708435
9.57	6.22	6.98	-0.43	-0.928969289	-0.244826154
9.56	6.01	11.31	-0.46	-0.956358719	0.165477291
9.56	9.83	7.24	-0.58	-0.948881757	-0.219234968
9.56	7.35	7.75	0.14	-0.869601811	-0.171344177
9.56	4.65	10.38	-0.62	-0.966453387	0.078128283
9.55	6.32	10.44	-0.38	-0.945398224	0.084112266
9.55	4.55	8.28	-0.46	-0.941888208	-0.120124547
9.55	9.22	7.92	-0.15	-0.904439744	-0.154024768
9.54	7.33	6.27	-0.56	-0.938806929	-0.310456823
9.54	7.06	8.9	0.86	-0.811869884	-0.060955039
9.54	10.24	8.75	0.36	-0.860107541	-0.075140808
9.54	10.14	9.23	0.31	-0.872327022	-0.029375569
9.53	8.4	9.3	1.24	-0.782328323	-0.021936788
9.53	5.11	8.46	-0.39	-0.935636483	-0.10146401
9.53	6.55	10.02	0.36	-0.876954928	0.046943377
9.52	8.31	9.11	0.43	-0.858221289	-0.039459154
9.51	11.04	8.67	0.53	-0.842261864	-0.079640666
9.51	5.98	8.84	-0.56	-0.955398093	-0.062977999
9.51	8.34	9.09	-0.71	-0.970970878	-0.039546356
9.5	7.26	8.56	-0.56	-0.95357876	-0.089869332
9.5	11.39	4.92	0.21	-0.795832099	-0.436408472
9.5	9.55	6.43	-0.48	-0.930316237	-0.292979133
9.5	5.42	8.46	-0.79	-0.977357121	-0.099003968
9.5	5.5	8.22	-0.48	-0.943488383	-0.122109024
9.5	7.24	7.8	-0.17	-0.906195112	-0.161707863
9.49	8.92	6.78	0.67	-0.784954233	-0.258265429
9.48	7.83	8.83	0.7	-0.82726143	-0.062578267
9.48	7.95	9.85	-0.52	-0.955855409	0.035901305
9.47	6.96	9.56	-0.72	-0.973504614	0.008518307
9.47	10.78	10.53	0.05	-0.909187007	0.100506731
9.47	9.52	9.19	-0.64	-0.964475776	-0.02686625
9.47	6.87	6.91	-0.49	-0.936086597	-0.244690338
9.46	8.96	9.32	-0.21	-0.922989996	-0.014095645
9.46	6.53	6.37	0.66	-0.774818259	-0.295065919
9.45	6.47	9.39	-0.06	-0.909245638	-0.006152592
9.45	7.88	9.77	-0.28	-0.932791134	0.030588075
9.44	5.77	8.15	-0.25	-0.917603155	-0.123770011
9.44	8.49	8.54	-0.4	-0.936781482	-0.085704189
9.43	7.79	5.88	0.31	-0.809804527	-0.339987446
9.43	6.79	9.31	0.22	-0.881405261	-0.011635689
9.43	7.16	9.53	1.21	-0.790093456	0.009734041
9.42	10.43	8.42	0.23	-0.869859567	-0.095815327
9.42	6.24	8.7	-0.58	-0.956858049	-0.068812119
9.41	6.1	8.18	-0.09	-0.900770968	-0.117838699
9.4	6.44	9.21	-0.39	-0.940012042	-0.017435969
9.4	6.68	10.3	-0.43	-0.94931155	0.086841285
9.39	6.35	9.3	-0.71	-0.971722968	-0.009119296
9.39	7.61	11.91	-0.43	-0.955677725	0.243312133
9.39	7.07	8.98	0.06	-0.893650375	-0.039315904
9.38	6.6	8.57	-0.46	-0.943314904	-0.078095289
9.38	5.85	8.39	0.21	-0.870886305	-0.095079368
9.38	4.3	6.87	-0.3	-0.910738187	-0.241158259
9.38	8.05	10.7	0.69	-0.855219091	0.127810793
9.37	7.26	8.78	-0.37	-0.935852673	-0.05669143
9.36	7.67	8.84	-0.32	-0.930809693	-0.050647625
9.36	8.83	6.35	-0.56	-0.940021398	-0.290379355
9.35	7.94	8.54	-0.64	-0.962752321	-0.07787481
9.34	6.53	5.66	-0.61	-0.942145019	-0.356129855
9.34	6.61	6.9	-0.34	-0.916205324	-0.236366753
9.34	10.13	9.63	-0.65	-0.967111742	0.028598144
9.33	5.36	8.37	0.37	-0.853571394	-0.093659497
9.33	8.03	10	0.22	-0.88925002	0.064485536
9.33	13.32	5.53	-0.1	-0.862290222	-0.367646581
9.33	5.22	9.4	-0.29	-0.931598661	0.006328191
9.32	13.72	8.43	1.42	-0.743804621	-0.086430144
9.32	8.61	10.35	-0.4	-0.94673415	0.099640515
9.32	5.03	6.37	-0.59	-0.94402396	-0.28540386
9.32	7.66	9.13	-0.04	-0.90543238	-0.018328494
9.31	4.3	6.79	-0.1	-0.884331947	-0.244870815
9.31	9.03	10.43	-0.15	-0.925264934	0.10852694
9.31	7.52	8.07	-0.5	-0.944554479	-0.1204905
9.31	5.95	6.11	0.53	-0.784747993	-0.309667694
9.3	7.23	7.15	0.7	-0.791489801	-0.208882416
9.3	8.09	8.12	0.55	-0.830118372	-0.114743362
9.3	8.72	8.93	0.15	-0.883899601	-0.036646075
9.3	7.57	7.92	-0.58	-0.953293587	-0.133645112
9.3	5.51	7.93	0.05	-0.882940107	-0.133087809
9.3	9.52	8.7	0.74	-0.820564835	-0.057796773
9.3	7.39	11.7	-0.04	-0.924075854	0.232993993
9.3	6.57	7.05	-0.27	-0.909655579	-0.217921037
9.3	5.16	6.8	-0.05	-0.877647144	-0.242778245
9.29	8.69	8.73	0.94	-0.800841455	-0.054952934
9.29	5.41	9.57	-0.6	-0.962130213	0.026883845
9.29	5.08	7.11	-0.6	-0.951212043	-0.212452605
9.29	8.89	6.17	-0.56	-0.939033623	-0.303559653
9.29	7.91	5.63	-0.26	-0.889096372	-0.355358312
9.28	5.48	8.83	-0.13	-0.911162979	-0.044258041
9.28	4.15	6.81	-0.1	-0.884936135	-0.24077314
9.28	7.51	7.43	-0.32	-0.918788333	-0.180233488
9.27	6.74	7.57	-0.46	-0.937083404	-0.166390713
9.27	9.09	9.38	-0.17	-0.91960477	0.010295991
9.27	8.49	6.15	0.37	-0.807751858	-0.303664037
9.27	7.23	8.08	0	-0.890355996	-0.115973276
9.26	5.4	7.64	-0.44	-0.93467836	-0.158016104
9.26	10.39	6.76	0.83	-0.764300757	-0.24386415
9.25	8.36	8.08	0.51	-0.834309187	-0.113427112
9.24	8.01	9.48	-0.42	-0.944652633	0.023218302
9.24	6.76	7.95	-0.2	-0.910764957	-0.125995319
9.24	5.34	10.96	-0.22	-0.934776915	0.168406494
9.24	7.61	10.08	-0.01	-0.910623649	0.082277332
9.23	3.96	6.89	0.24	-0.842399965	-0.229049492
9.23	7.07	5.34	0.05	-0.834080058	-0.380757915
9.23	7.76	5.64	-0.34	-0.900236782	-0.351561558
9.23	7.77	8.52	-0.03	-0.898399325	-0.069074477
9.22	8	6.06	0.49	-0.788299274	-0.309795765
9.22	9.2	7.37	-0.22	-0.906426612	-0.18120652
9.22	8.23	7.74	-0.07	-0.893721046	-0.144783694
9.22	10.38	6.9	0.72	-0.782878557	-0.226446002
9.22	13.87	11.31	1.7	-0.780258154	0.204469117
9.21	9.71	8.63	-0.53	-0.95083033	-0.057334831
9.21	6.38	8.13	-0.32	-0.925713947	-0.106323052
9.21	6.48	7.78	-0.64	-0.958646993	-0.139815538
9.21	6.29	7.73	0.33	-0.847306327	-0.145076992
9.21	7.09	7.31	0.06	-0.872798298	-0.185991189
9.2	10.7	10.89	0.32	-0.88918776	0.165886636
9.2	7.52	9.6	1.9	-0.726605698	0.039622213
9.19	7.7	10.25	-0.3	-0.938041454	0.103779972
9.19	12.06	8.55	1.34	-0.754661781	-0.062441702
9.19	5.94	6.38	-0.66	-0.95407968	-0.276051846
9.19	8.55	8.66	-0.71	-0.969936391	-0.051489223
9.19	6.29	7.5	-0.15	-0.90034662	-0.165237304
9.18	6.71	9.09	-0.12	-0.913098781	-0.008840668
9.18	10.36	8.72	0.57	-0.838746575	-0.045372169
9.17	5.11	6.45	-0.3	-0.90628722	-0.267301502
9.17	5.97	8.67	-0.6	-0.958229696	-0.0489619
9.16	5.16	7.31	0.12	-0.864731742	-0.182228536
9.16	9.84	7.5	-0.05	-0.88855233	-0.163208245
9.16	7.99	6.82	-0.34	-0.915525454	-0.229785204
9.16	5.77	5.4	-0.12	-0.862470717	-0.369819296
9.16	7.95	7.72	0.71	-0.804266552	-0.141390328
9.16	10.35	9.23	1.31	-0.774606553	0.007125923
9.15	7.73	8.08	-0.52	-0.946587899	-0.106009704
9.15	7.17	8.58	0.37	-0.857478696	-0.056565083
9.15	5.95	8.85	-0.12	-0.910529581	-0.029390475
9.14	9.76	5.36	0.24	-0.805104637	-0.373100301
9.14	8.69	9.44	2.24	-0.689909686	0.029441443
9.14	5.96	8.38	-0.71	-0.969121912	-0.07461763
9.13	12.32	6.88	0.46	-0.814901581	-0.222211145
9.13	6.47	8.58	-0.58	-0.956154839	-0.054442402
9.13	6.29	9.16	0.61	-0.841217067	0.002990734
9.13	8.6	7.85	-0.32	-0.923326997	-0.125894249
9.12	7.41	8.08	-0.26	-0.917991757	-0.102741523
9.11	9	8.47	-0.09	-0.903467051	-0.062933138
9.11	7.42	9.33	0.47	-0.857874816	0.022176564
9.11	7.49	7.89	0.23	-0.861361792	-0.120321844
9.11	6.16	6.59	-0.55	-0.940398895	-0.248978607
9.11	9.21	7.82	-0.47	-0.940020374	-0.127789385
9.1	7.44	9.24	-0.73	-0.973841521	0.012956326
9.1	4.93	8.08	-0.09	-0.900242839	-0.100990156
9.1	11.41	7.63	1.94	-0.659593292	-0.145962007
9.1	9.88	7.02	0.24	-0.84520958	-0.206070926
9.1	3.9	5.44	-0.4	-0.906256724	-0.362281444
9.09	4.64	7.92	-0.09	-0.898050182	-0.116209672
9.09	6.36	8.55	-0.45	-0.942604072	-0.052874517
9.09	7.31	8.82	0.32	-0.865892778	-0.02690278
9.08	12.17	6.29	0.26	-0.827263417	-0.277430335
9.08	5.58	7.66	0.4	-0.838326444	-0.140836812
9.08	8.06	3.24	0.2	-0.717182274	-0.57900074
9.08	6.31	9.62	-0.54	-0.956752228	0.054058695
9.07	6.27	9.06	-0.61	-0.961240968	-0.001017584
9.07	6.08	6.62	0.22	-0.840153905	-0.243494346
9.07	6.22	9.3	-0.2	-0.922414011	0.023164369
9.06	5.36	7.11	-0.16	-0.895911942	-0.194389931
9.06	5.17	6.99	-0.1	-0.887775721	-0.205551335
9.06	8.49	8.36	0.09	-0.883065621	-0.069642071
9.06	8.71	9.52	0.26	-0.880619918	0.045463617
9.06	8.53	6.38	0.31	-0.822616489	-0.266533434
9.06	7.62	8.12	1.43	-0.733381891	-0.093427933
9.05	9.28	8.43	-0.12	-0.906938492	-0.061692503
9.05	6.22	7.31	-0.1	-0.892125816	-0.17300115
9.05	5.09	9.67	-0.7	-0.972120258	0.061220991
9.05	8.89	9.65	0.43	-0.86527795	0.058962366
9.05	10.07	8.3	2.18	-0.658463945	-0.074304597
9.04	7.39	7.74	-0.12	-0.899683915	-0.129765291
9.03	6.79	10.09	-0.53	-0.957700004	0.10520977
9.03	5.49	8.09	-0.06	-0.89688165	-0.093996952
9.03	7.9	8.25	-0.56	-0.952910264	-0.077327372
9.03	6.67	8.34	0.75	-0.813129745	-0.06811051
9.03	3.95	8.57	-0.03	-0.898281895	-0.04549901
9.02	9.27	7.33	-0.5	-0.939771194	-0.168910952
9.02	5.76	9.04	-0.54	-0.953798568	0.001946664
9.02	6.79	7.44	1.05	-0.756681002	-0.157456269
9.01	5.37	6.24	-0.4	-0.916622681	-0.276912555
9.01	6.29	8.6	-0.55	-0.952819351	-0.040823038
9.01	8.33	9.59	0.19	-0.888101047	0.058455884
9.01	7.35	8.46	-0.75	-0.973733854	-0.054982897
9	6.63	11.04	-0.58	-0.965023681	0.203930018
9	6.21	5.62	0.42	-0.785850274	-0.338092527
9	6.02	8.06	0.55	-0.829396222	-0.094213565
9	6.79	9.85	-0.19	-0.925588503	0.085013281
8.99	7.68	8.35	-0.64	-0.961696058	-0.064301982
8.99	7.56	7.82	0.51	-0.829032442	-0.116841941
8.98	6.97	8.19	-0.21	-0.913713693	-0.079520624
8.97	3.99	6.57	-0.69	-0.959147354	-0.240355722
8.97	4.99	7.43	0.02	-0.87897247	-0.153837322
8.97	7.18	6.86	-0.07	-0.881778791	-0.211220436
8.96	5.96	8.59	-0.26	-0.922590039	-0.037379779
8.96	7.73	10.17	-0.45	-0.951116076	0.121761655
8.96	6.32	7.99	-0.13	-0.903386935	-0.096863375
8.96	4.91	8.76	-0.55	-0.953491222	-0.019329942
8.95	9.61	10.09	0.86	-0.831969356	0.114588601
8.95	6.15	7.01	0.12	-0.860135065	-0.195157123
8.95	12.01	8.51	0.3	-0.863097538	-0.043656252
8.94	6.35	11.63	-0.54	-0.963528104	0.26962129
8.94	7.34	5.93	0.57	-0.773226806	-0.303179439
8.94	9.12	9.37	0.1	-0.893857218	0.043027024
8.94	7.22	10.1	-0.42	-0.947527524	0.116236902
8.94	4.41	5.63	0.41	-0.78740673	-0.333337164
8.94	5.75	6.2	-0.22	-0.891316385	-0.275803381
8.93	4.9	6.8	-0.1	-0.884098214	-0.214756591
8.93	4.08	5.79	0.06	-0.843573658	-0.316297466
8.93	6.1	8.19	-0.66	-0.96294867	-0.074623241
8.92	6.18	9.5	-0.67	-0.968870081	0.05816784
8.92	6.57	6.67	-0.46	-0.929050733	-0.227567269
8.92	5.72	7.38	-0.53	-0.943872446	-0.154818599
8.92	6.73	7.66	-0.36	-0.925748564	-0.126855639
8.92	7.51	5.51	-0.48	-0.919623567	-0.34314085
8.92	10.33	7.33	0.49	-0.82168436	-0.159934607
8.91	5.85	7.5	-0.76	-0.971762647	-0.142978227
8.91	6.9	5.89	1.34	-0.660001012	-0.30497916
8.91	8.28	7.85	0.33	-0.849548558	-0.106760483
8.91	14.62	8.87	0.7	-0.827381325	-0.00413933
8.91	5.57	8.1	0.21	-0.866516024	-0.082021479
8.91	8.71	8.01	0.75	-0.805919357	-0.090833282
8.91	7.76	6.4	0.54	-0.792173851	-0.253451384
8.91	9.15	6.83	-0.65	-0.95471208	-0.20958382
8.9	5.47	6.23	-0.62	-0.948017248	-0.269744905
8.89	7.98	6.7	0.63	-0.788301681	-0.220727704
8.89	6.28	7.86	-0.68	-0.963782371	-0.103308022
8.88	7.22	6.42	0.35	-0.817846053	-0.249129723
8.88	8.26	9.15	0.28	-0.874280233	0.027613771
8.88	6.76	4.14	1.2	-0.572446688	-0.479482546
8.88	6.94	11.17	-0.55	-0.962817314	0.231889934
8.87	6.36	8.13	-0.52	-0.946926891	-0.075063349
8.87	10.52	7.91	0.25	-0.859544408	-0.09733528
8.87	4.98	5.65	-0.1	-0.864996168	-0.32598548
8.87	9.25	7.06	0.09	-0.864606197	-0.183768073
8.87	12.12	7.8	0.56	-0.822355824	-0.108064074
8.87	6.45	8.34	-0.71	-0.968744735	-0.053965551
8.87	5.65	7.02	-0.68	-0.960016205	-0.187135584
8.86	3.93	7.67	-0.6	-0.954430954	-0.121007277
8.86	4.84	6.01	0	-0.857431918	-0.288791673
8.85	11.53	9.46	0.15	-0.889818264	0.061644336
8.85	7.31	6.36	0.65	-0.77591016	-0.253287962
8.85	8.49	8.19	-0.1	-0.902038986	-0.067477227
8.85	6.61	7.19	-0.51	-0.939886637	-0.16843347
8.85	7.19	10.94	-0.75	-0.978655986	0.212165824
8.85	6.71	7.67	0.26	-0.854213555	-0.119701905
8.85	4.27	7.75	-0.75	-0.971474409	-0.111159892
8.84	7.56	6.35	-0.17	-0.88721413	-0.252760871
8.84	7.27	8.18	0.84	-0.799633958	-0.066650487
8.84	8.58	7.1	1.35	-0.709121801	-0.177088878
8.84	6.1	8.47	-0.45	-0.941503351	-0.037197693
8.82	6.77	8.79	-0.02	-0.899992419	-0.003405641
8.82	8.17	9.65	1.27	-0.787246601	0.084455103
8.82	8.36	9.14	0.1	-0.89188812	0.032032827
8.82	14.04	9.46	2.27	-0.687882444	0.065397366
8.82	5.38	8.33	0.4	-0.849650484	-0.049883285
8.81	5.59	6.42	-0.27	-0.901064908	-0.243447748
8.81	4.37	7.59	-0.77	-0.973223453	-0.124301802
8.81	7.25	7.32	-0.06	-0.886910931	-0.151418868
8.8	6.8	6.41	1.2	-0.702633623	-0.244189668
8.8	6.33	8.54	0.04	-0.8914324	-0.027277691
8.8	6.61	8.34	-0.46	-0.942248893	-0.047310134
8.8	3.89	8.24	-0.54	-0.949817421	-0.056433218
8.79	6.88	7.81	-0.2	-0.909224525	-0.100243014
8.79	5.76	9.1	-0.13	-0.914223658	0.031611667
8.79	7.4	6.42	1.45	-0.669802121	-0.241566901
8.79	8.51	8.27	-0.24	-0.917625144	-0.052652581
8.79	4.86	7.5	-0.5	-0.940870382	-0.130929815
8.78	7.13	7.87	-0.33	-0.924276389	-0.092743292
8.78	13.19	8.99	-0.66	-0.965887051	0.021941353
8.77	3.86	5.61	-0.5	-0.924260174	-0.323380686
8.77	17.83	7.68	0.22	-0.859732528	-0.111496901
8.77	10.06	8.54	0.36	-0.857284557	-0.022728175
8.77	7.17	6.83	-0.68	-0.959556732	-0.198402115
8.76	8.94	10.7	-0.21	-0.932919266	0.198705499
8.76	6.61	6.14	-0.15	-0.881131261	-0.268612238
8.76	5.57	5.44	0.41	-0.780368058	-0.340086552
8.75	6.32	7.99	0.59	-0.823397682	-0.077527225
8.73	6.12	6.74	0.35	-0.825678982	-0.20496343
8.73	7.76	8.82	-0.54	-0.952825155	0.009223133
8.73	9.47	7.62	0.91	-0.77795191	-0.113893801
8.73	4.16	9.56	-0.36	-0.938974908	0.084862992
8.73	8.72	7.05	0.76	-0.781414001	-0.172171577
8.73	5.74	8.3	-0.56	-0.952743579	-0.043664208
8.72	12.28	6.58	-0.03	-0.871713036	-0.219785656
8.71	5.31	7.54	-0.4	-0.930209381	-0.120336676
8.71	5.36	7.75	-0.06	-0.892248267	-0.098339936
8.71	8.91	8.1	-0.13	-0.904111571	-0.062691688
8.7	5.22	5.3	-0.55	-0.928705111	-0.350337131
8.7	7.22	9.89	-0.43	-0.94765802	0.121872272
8.7	8.61	11	-0.35	-0.945628245	0.236336727
8.7	5.22	6.57	-0.02	-0.871236523	-0.219252948
8.7	5.37	8.16	-0.3	-0.923961285	-0.055392714
8.7	5.78	7.36	-0.03	-0.883941908	-0.138182411
8.69	13.17	8.72	-0.54	-0.952265992	0.002896502
8.69	4.87	5.72	0.76	-0.737839861	-0.306493844
8.69	4.06	7.34	-0.09	-0.890738585	-0.139995401
8.69	7.06	9.2	-0.72	-0.972267463	0.052916086
8.69	12.84	8.4	0.24	-0.868190154	-0.030355831
8.69	7.36	8.04	0.21	-0.866109274	-0.06740173
8.69	5.4	7.69	0.18	-0.86407037	-0.103531191
8.69	10.76	8.24	1.28	-0.753690021	-0.045536666
8.68	9.27	6.31	0.6	-0.780800174	-0.244763031
8.68	11.17	7.22	1.47	-0.699358401	-0.151579947
8.68	5.21	7.35	-0.28	-0.914327709	-0.136783149
8.67	6.65	7.35	0.51	-0.819363525	-0.136565483
8.67	7.91	6.58	-0.51	-0.935616178	-0.216533367
8.67	10.89	7.9	0.51	-0.83058381	-0.079875047
8.67	8.86	7.81	0.59	-0.819197469	-0.089294781
8.66	7.64	8.94	1.03	-0.795359236	0.028501412
8.66	19.49	8.35	1.64	-0.717323621	-0.032240052
8.65	6.39	8.91	-0.39	-0.938661854	0.026063347
8.65	6.45	11.11	-0.4	-0.950577054	0.254143225
8.65	4.99	7.91	-0.34	-0.925880714	-0.076872716
8.65	4.04	7.66	-0.21	-0.908765297	-0.102794898
8.64	8.94	7.55	-0.47	-0.937626637	-0.113412489
8.64	5.53	5.81	-0.69	-0.955155552	-0.293810495
8.64	7.33	8.83	0.62	-0.835403959	0.019327367
8.64	5.09	6.91	-0.47	-0.933383405	-0.179246967
8.63	6.06	8.4	-0.1	-0.904037191	-0.024476932
8.63	5.45	9.22	-0.56	-0.956815845	0.061435775
8.62	6.71	7.82	-0.16	-0.904245482	-0.083843977
8.62	6.13	8.02	-0.19	-0.910652438	-0.062329431
8.62	9.75	8.56	2.45	-0.639168651	-0.005906129
8.62	5.51	7.65	1.02	-0.766675487	-0.100930384
8.62	4.47	7.62	-0.38	-0.927501478	-0.103664402
8.62	5.75	6.31	0.5	-0.794538236	-0.239616933
8.61	7.87	8.56	-0.19	-0.915650822	-0.005866014
8.61	6.67	8.85	0.12	-0.886146983	0.024275855
8.61	8.39	7.6	0.01	-0.882717335	-0.10492448
8.61	5.59	7.69	0.22	-0.859286447	-0.095523909
8.61	5.31	8.4	-0.37	-0.93270196	-0.0221797
8.61	8.78	6.78	0.96	-0.748513248	-0.190593652
8.6	5.76	8.08	-0.49	-0.943759988	-0.054455459
8.6	5.94	8	0.94	-0.784470607	-0.062148007
8.59	5.25	8.1	-0.65	-0.961355608	-0.051530644
8.59	6.33	7.98	-0.35	-0.927412383	-0.063583936
8.59	5.59	9.41	-0.72	-0.973290039	0.085781442
8.58	6.44	5.94	-0.4	-0.914181828	-0.27539954
8.58	5.45	8.29	-0.59	-0.955712507	-0.030936608
8.58	6.62	8.24	-0.27	-0.921472392	-0.034931731
8.58	4.38	8.12	-0.56	-0.952182246	-0.047730299
8.58	8.51	8.48	0.85	-0.804708433	-0.009933259
8.58	6.32	6.38	-0.59	-0.944713522	-0.229535962
8.57	8.49	8.06	0.84	-0.796739423	-0.054131795
8.57	9.7	6.6	-0.64	-0.953042952	-0.206441961
8.57	9.01	9.22	-0.31	-0.932203189	0.067527856
8.57	5.69	7.43	-0.05	-0.887593807	-0.119316439
8.57	6.81	4.12	-0.49	-0.901033581	-0.465023183
8.56	9.53	9.81	2	-0.722337219	0.13042615
8.56	4.42	9.09	-0.36	-0.936708339	0.05528399
8.56	4.94	5.41	-0.63	-0.942952863	-0.32998878
8.56	7.38	7.15	-0.11	-0.891228545	-0.147020479
8.55	8.65	6.37	-0.57	-0.941244581	-0.228762955
8.54	5.66	8.42	-0.64	-0.961289766	-0.012671454
8.54	5.94	7.16	-0.41	-0.928166094	-0.145199715
8.54	6	8	0.07	-0.880596739	-0.056160401
8.53	8.73	8.12	-0.62	-0.958725193	-0.043643216
8.53	3.92	6.42	-0.61	-0.948110763	-0.221400201
8.53	7.28	6.77	0.92	-0.753454889	-0.18468999
8.53	5.7	8.15	0.15	-0.874849915	-0.039327245
8.53	9.07	6.96	-0.19	-0.897944253	-0.164732307
8.53	6.31	9.78	-0.3	-0.93497622	0.131457955
8.52	7.77	6.71	0.34	-0.826744405	-0.190539448
8.52	5.87	9.09	-0.26	-0.92635316	0.060222118
8.52	7.38	9.56	-0.37	-0.940631957	0.109294957
8.51	5.71	6.72	0.06	-0.862818533	-0.188036729
8.51	7.78	10.66	0.24	-0.893972338	0.22617815
8.51	5.11	8.85	-0.58	-0.957615872	0.035320859
8.51	5.75	5.75	0.22	-0.818701375	-0.289695294
8.51	6.51	8.74	0.12	-0.885343279	0.024857152
8.5	7.01	7.3	0.07	-0.870835852	-0.126530602
8.5	7.57	6.57	-0.46	-0.929252441	-0.203673499
8.5	4.7	7	-0.6	-0.950229907	-0.1582382
8.49	7.03	7.43	-0.57	-0.948745082	-0.111345649
8.48	5.65	8.92	-0.31	-0.930492746	0.045961069
8.48	5.1	8.58	-0.69	-0.967410869	0.010510336
8.48	7.99	6.48	-0.74	-0.964598122	-0.210459824
8.48	6.86	8.84	-0.22	-0.92025096	0.038463515
8.48	5.62	6.88	-0.6	-0.949264216	-0.168415681
8.47	5.77	7.73	-0.69	-0.963970384	-0.078521729
8.47	4.99	8.83	-0.56	-0.954846394	0.038550896
8.47	6.6	8.02	-0.17	-0.90848264	-0.046760562
8.46	4.99	7.23	-0.26	-0.910519317	-0.130775146
8.46	6.48	7.48	0.12	-0.867454879	-0.104085672
8.46	4.2	8.12	-0.57	-0.952395763	-0.035686955
8.46	5.88	7.82	-0.39	-0.931142229	-0.067589929
8.46	7.61	7.04	-0.57	-0.946477862	-0.149587725
8.45	8.19	6.96	0.49	-0.813276919	-0.157423513
8.45	6.95	6.17	0.12	-0.844226399	-0.241171217
8.45	4.65	6.82	-0.18	-0.895331934	-0.17228471
8.44	9.82	8.8	-0.3	-0.92856465	0.037703617
8.44	7.98	8.24	0.2	-0.870470204	-0.021463928
8.44	6.37	7.5	-0.52	-0.944071003	-0.09973781
8.44	5.94	7.24	-0.21	-0.903646265	-0.127371981
8.44	6.45	8.92	0.25	-0.873516141	0.05038411
8.44	8.64	9.65	-0.21	-0.92577639	0.128661902
8.44	7.54	7.92	-0.15	-0.90508863	-0.055192082
8.44	7.4	7.19	0.56	-0.809106163	-0.131996723
8.44	5.29	8.03	-0.37	-0.930248268	-0.043191839
8.43	6.85	9.25	-0.22	-0.92361892	0.086505904
8.43	7.5	7.68	-0.68	-0.963455411	-0.079626675
8.43	9.6	8.82	0.79	-0.817995637	0.041595877
8.43	15.53	9.54	-0.44	-0.947087736	0.117088101
8.43	9.96	10.41	0.05	-0.907941215	0.210004372
8.43	7.21	6.83	0.01	-0.871580465	-0.169653309
8.43	3.42	7.22	-0.18	-0.900808718	-0.127695514
8.42	6.07	6.82	0.09	-0.861052718	-0.169871633
8.42	8	7.41	-0.28	-0.914885543	-0.106675636
8.41	4.99	7.07	0.69	-0.790981851	-0.142214044
8.41	6.03	8.52	-0.09	-0.904127293	0.011855471
8.41	6.15	8.98	-0.22	-0.921436519	0.061224555
8.4	5.06	10.39	-0.1	-0.921027859	0.211543517
8.4	5.63	6.26	-0.43	-0.921125911	-0.228274014
8.4	8.26	5.92	0.9	-0.725512745	-0.264403241
8.4	7.87	7.88	0.46	-0.835317688	-0.056061859
8.4	6.82	8.61	0.16	-0.879607556	0.021924667
8.4	7.06	6.48	-0.62	-0.948774975	-0.203943711
8.4	6.78	9.15	-0.42	-0.942681933	0.079489075
8.4	7.33	10.28	-0.29	-0.93720484	0.199946575
8.39	7.68	7.4	0.42	-0.831191102	-0.105399419
8.39	5.57	7.09	-0.14	-0.893656304	-0.13900939
8.39	8.62	9.01	0.61	-0.838946611	0.066835221
8.39	6.53	7.03	0.53	-0.809768075	-0.144723909
8.39	8.29	7.66	0.03	-0.881382565	-0.077715827
8.38	8.85	7.86	1.52	-0.71494997	-0.056141653
8.38	7.12	10.14	-0.5	-0.955107647	0.187043419
8.38	5.67	7.41	-0.32	-0.918671435	-0.103621189
8.37	6.58	6.32	-0.37	-0.914412885	-0.219225157
8.37	6.93	7.61	0.67	-0.805659097	-0.081701674
8.37	7.54	6.79	-0.58	-0.94633355	-0.168149095
8.37	6.54	8.82	-0.76	-0.975399533	0.048791523
8.36	5.09	4.53	-0.53	-0.914193719	-0.409773627
8.36	6.21	9.09	-0.44	-0.944452185	0.078154513
8.36	5.96	6.71	-0.16	-0.891453525	-0.176267898
8.36	7.89	6.19	0.83	-0.745505619	-0.231935316
8.36	5	8.6	-0.69	-0.967464894	0.026185915
8.35	5.89	8.32	-0.66	-0.963807787	-0.003484239
8.35	6.74	6.39	0.46	-0.802955655	-0.210381847
8.35	5.61	10.19	-0.3	-0.937418378	0.196497955
8.35	7.6	7.3	0.2	-0.855443521	-0.112057288
8.35	5.31	6.42	-0.21	-0.893287517	-0.206395215
8.35	7.23	8.3	-0.46	-0.941516558	-0.00574784
8.35	4.2	7.62	-0.6	-0.953254628	-0.077920167
